AGL Technology Questionnaire						
RFP Questionnaire ID	Functional Area	Question	Provide details to address AGL's questions	References	Response Definition	Customisation Definition
RES.168	Reference Data Management	Can you enforce validation rules (format, range, uniqueness, referential checks)? Do you provide impact analysis: what tables/processes will be affected by a code change?	Yes. Databricks enforces validation rules through Delta Lake constraints and Lakeflow Spark Declarative Pipelines expectations, while Unity Catalog lineage provides comprehensive impact analysis for code changes.  Validation Rule Enforcement:  Format and Range: Delta Lake CHECK constraints enforce format rules using SQL expressions and regex patterns on every write. Lakeflow SDP expectations provide declarative data quality checks with configurable actions (warn, drop invalid records, or fail pipeline). Schema enforcement prevents non-conforming writes.  Uniqueness: Primary key constraints (GA, Unity Catalog required) declare unique identifiers and enable query optimisations. Uniqueness is enforced upstream using Lakeflow SDP expectations and Spark transformations.  Referential Integrity: Foreign key constraints (GA, Unity Catalog required) define table relationships for documentation and BI integration. These are informational but validated upstream in pipelines using Lakeflow SDP expectations with SQL join patterns.  Impact Analysis:  Unity Catalog automatically captures table and column-level lineage across all languages, showing upstream sources and downstream consumers, including notebooks, jobs, dashboards and ML models. Lineage is visualised in near real-time in Catalog Explorer and accessible via system tables and REST API.  Pre-change impact analysis can be performed using the lineage system tables, allowing you to identify which assets will be affected by schema changes and enabling the safe evolution of AGL's data estate. The system maintains 365-day lineage retention with cross-workspace visibility, supporting trusted analytics for CTAP decision-making.  	References: Constraints in Delta Lake Lakeflow Spark Declarative Pipelines expectations Unity Catalog data lineage Primary key and foreign key constraints GA announcement June 2025 Lakeflow Spark Declarative Pipelines updates Clean and validate data with batch or stream processing Building High-Quality and Trusted Data Products with Databricks	Full	Yes
RES.169	Reference Data Management	RBAC/ABAC for lists and values; segregation of duties between authors and approvers.	Yes. Unity Catalog provides RBAC and ABAC with configurable segregation of duties between authors and approvers.  RBAC operates through hierarchical privilege assignment at catalog, schema, table, column, volume, and function levels. Standard privileges (SELECT, MODIFY, CREATE, USAGE, MANAGE) inherit downward with ownership granting full control. Workspace-level roles provide tiered administrative capabilities with distinct scopes.  ABAC (Public Preview) enables tag-driven policies for scalable access control. Governed tags defined at the account level represent data sensitivity or classification. Policies apply automatically to child objects based on tag values. Row filters and column masks dynamically enforce fine-grained access using user-defined functions that evaluate tags and user attributes at query time.  Segregation of duties is enforced through privilege separation: authors receive CREATE TABLE and MODIFY privileges whilst approvers receive MANAGE privilege or ownership for review and approval without creation rights. Git-based CI/CD workflows enforce approval gates, requiring pull requests to be reviewed before production deployment. Catalog-workspace bindings restrict production catalogs to production workspaces preventing unauthorised modifications. Unity Catalog audit logs (365-day retention) capture all privilege grants, ownership transfers, and data access with full user identity and timestamp details.  A dedicated STEWARDSHIP permission is planned on the product roadmap to enable delegated metadata management without the ability to modify the data itself, allowing data stewards to update glossary terms, classifications, and business metadata without requiring full table ownership.  	References: Unity Catalog attribute-based access control (ABAC) Row filters and column masks How to scale data governance with Attribute-Based Access Control in Unity Catalog	Full	Yes
RES.170	Reference Data Management	Auditability of changes with full diff, who/when/why, and downstream distribution logs.	Yes. Databricks provides complete auditability through three integrated capabilities.  1. Full Diff Tracking: Delta Lake transaction logs maintain an immutable record of every table modification. DESCRIBE HISTORY retrieves version, timestamp, user, operation type, and parameters for every write. Change Data Feed tracks row-level changes with before/after values, supporting GDPR and similar compliance requirements. Transaction logs enable comparing table state between any two versions to identify exact data changes.  2. Who/When/Why Tracking: Unity Catalog audit logs (system.access.audit table, 365-day retention) capture every action with user identity, timestamp, source IP, action name, and request parameters. This includes table access, permission changes with full before/after diff, privilege grants/revokes, and schema modifications. Verbose audit logs capture individual notebook commands showing exact SQL/Python executed. Lineage tables automatically link audit events to notebooks, jobs, and dashboards that performed actions, providing full accountability context.  3. Downstream Distribution Logs: Delta Sharing logs all recipient access via audit events capturing share name, recipient, table, query predicates, and timestamp. System lineage tables (system.access.table_lineage) track every read/write event showing source tables, target tables, and consuming systems. Lakeflow Spark Declarative Pipelines event logs capture data quality results, row counts processed, and records dropped. All logs are queryable via SQL with 365-day retention, supporting AGL's operational transparency and regulatory compliance requirements.  	References: Use Delta Lake change data feed on Databricks Audit log system table reference Best practices for data and AI governance How KPMG uses Delta Sharing to access and audit tens of billions of transactions	Full	Yes
RES.171	Reference Data Management	Out-of-the-box connectors (SAP, Salesforce, Databricks/Delta, SQL DW, message buses)	Databricks provides production-ready connectors for AGL's reference data sources through Lakeflow Connect and Lakehouse Federation, supporting real-time ingestion and zero-copy querying.  Enterprise Applications: Salesforce (Sales Cloud, Service Cloud with SCD Type 2), ServiceNow, Google Analytics, Workday Reports, and Salesforce Data Cloud federation.  Databases: Microsoft SQL Server with CDC and Change Tracking via ExpressRoute, MySQL, PostgreSQL. Lakehouse Federation enables zero-copy queries across Azure Synapse, Amazon Redshift, Snowflake, BigQuery, Oracle, and Teradata without data movement.  Message Buses: Zerobus Ingest provides gRPC API with Python, Java, and Rust SDKs for event streaming ingestion.  Cross-Platform: Databricks-to-Databricks federation for multi-workspace reference data sharing across AGL's energy trading, customer, and asset systems.  Emerging capabilities in Public Preview include NetSuite, Microsoft Dynamics 365, SFTP, and enhanced CDC connectors.  Where applicable, connectors support incremental ingestion to optimise costs and latency, with unified governance through Unity Catalog. Auto Loader with managed file events handles batch reference data updates from legacy systems.  	References: What is Lakeflow Connect? Zerobus Ingest connector overview Introducing Salesforce Connectors for Lakehouse Federation and Lakeflow Connect Announcing the General Availability of SAP Business Data Cloud Connect to Databricks	Full	Yes
RES.172	Reference Data Management	Support for multilingual labels, localization, and industry dictionaries (AEMO/NEM terminology, NAESB, GS1)	Yes, through configuration. Unity Catalog provides the metadata framework to implement multilingual labels and industry-specific terminology, requiring setup rather than pre-loaded dictionaries.  For industry terminology (AEMO/NEM, NAESB, GS1), configure governed tags with industry-specific keys and controlled vocabularies. Tags like nemparticipanttype or gs1gtinlevel enforce standard classifications across data assets, supporting up to 1,000 characters at catalog, schema, table, and column levels.  AI/BI Genie spaces support business terms, synonyms, and value dictionaries that map industry terminology to technical schemas. Space creators document metadata in multiple languages, with natural language interfaces working across Portuguese, French, and other languages.  For AGL's energy market data, this enables standardising AEMO market terminology across trading, settlements, and forecasting datasets whilst maintaining GS1 product hierarchies for retail operations. Table and column comments include standard definitions from these frameworks.  Implementation requires upfront configuration to encode industry standards into Unity Catalog's metadata layer. Once established, definitions are enforced consistently across all data assets and accessible through both technical and business user interfaces.  	References: What is an AI/BI Genie space Revolutionizing Enterprise Data Analytics at ReaderLink - Business Term Mapping Best practices for interoperability and usability	Full	Yes
RES.173	Reference Data Management	Benchmarks for high‑frequency updates and large lists (10k–100k values).	Databricks delivers verified performance for high-frequency updates and large-scale reference data through TPC-DS standard benchmarks and production-proven capabilities.  Performance at scale: TPC‑DS benchmarks and production workloads demonstrate strong price‑performance and near‑linear scaling on large datasets, applicable to reference lists of 10k–100k values.  High-frequency update capabilities rely on three core technologies:  1. Delta Lake ACID transactions enable concurrent MERGE, UPDATE, and DELETE operations with optimistic concurrency control. Multiple writers can simultaneously modify table partitions with serializable isolation, ensuring consistency during frequent reference data updates.  2. Photon acceleration delivers 4x faster scans and 3x faster reads after write optimisation, critical for lookups across large value lists.  3. Automatic liquid clustering optimises data layout during writes without background maintenance, reducing query latency for filtered lookups on reference tables.  Architectural advantages include native ADLS storage avoiding data duplication costs, and Delta Lake’s transaction log and ACID semantics support transactional consistency and idempotent upserts for streaming and batch pipelines. DBSQL Serverless scales elastically to support high concurrency across business units.  This performance foundation ensures reference data remains accurate and accessible across AGL's energy trading, customer, and asset management systems, supporting operational excellence objectives.  	References: Competitive Benchmarks (Under NDA) Delta Lake MERGE operations Isolation levels in Delta Lake Databricks SQL release notes 2025 (Photon improvements) Databricks SQL release notes 2024 (Parallel update operations)	Full	Yes
RES.174	Reference Data Management	How do you prevent breaking changes and support blue/green or canary deployments?	Asset Bundles provide deployment validation and version control integration to prevent breaking changes. Production deployments enforce Git branch alignment, service principal authentication, and automated validation that catches configuration errors and schema conflicts before deployment.  Blue/green deployments work by deploying new versions to separate environments, validating functionality, then switching traffic by updating job configurations to reference new artifact locations. Rollback is immediate through configuration reversion.  For canary releases, MLflow deployment jobs enable percentage-based traffic splits, allowing gradual model rollout with monitoring before full production release. This applies to reference data pipelines where new transformation logic can be validated against production traffic patterns before complete cutover.  Multi-environment promotion through development, staging and production targets provides controlled progression with environment-specific configurations. Deployment locks in production mode prevent concurrent conflicts while maintaining audit trails through Git integration.  This approach supports safe iteration in development environments while enforcing rigorous controls for production changes, ensuring reference data updates deploy without service disruption to AGL's operational systems.  	References: Databricks Asset Bundles deployment modes CI/CD best practices Create a source-controlled pipeline Best practices for operational excellence	Full	Yes
RES.175	Reference Data Management	Planned features (rule expressions, policy ties to reference changes, auto-sync to catalogs).	Unity Catalog provides centralised reference data management today through metadata governance, fine-grained access controls, and lineage tracking. SQL-based row and column filters enable policy enforcement through attribute-based access control using data classification tags.  Regarding the three planned features:  Rule expressions: Unity Catalog currently supports SQL-based validation rules. More sophisticated rule expression engines for reference data validation are under evaluation by product teams, with timelines dependent on customer prioritisation.  Policy ties to reference changes: Change tracking exists through audit logs and lineage today. Native policy triggers that automatically respond to reference data modifications are under consideration for future releases.  Auto-sync to catalogs: Automated metadata discovery works for supported data sources now. Bidirectional synchronisation capabilities across multiple catalog systems are on the product roadmap.  For AGL's immediate requirements, existing Unity Catalog governance combined with Lakeflow Spark Declarative Pipelines can implement reference data validation workflows through configuration. Automated testing and promotion patterns ensure data quality before production deployment, supporting reliable reference data management across AGL's energy operations.  	References: Data governance with Azure Databricks Governed tags Best practices for data and AI governance What's new with Databricks Unity Catalog at Data + AI Summit 2025	Partial	Yes
RES.176	Reference Data Management	Monitoring/alerting, DR, and SLA commitments for distribution latencies.	Databricks provides comprehensive monitoring and alerting capabilities with platform SLAs, while disaster recovery is customer-implemented.  Monitoring and Alerting: Databricks SQL Alerts automate query execution and send notifications via Slack, PagerDuty, or email when thresholds are breached. Lakehouse Monitoring delivers unified observability across data pipelines and ML models with customisable dashboards and automated anomaly detection. Lakeflow Jobs monitoring includes visual dashboards and duration warnings. System Tables expose audit logs, billing usage, and operational metrics queryable via SQL for custom dashboards.  Disaster Recovery: Databricks does not provide native automated DR. Customers implement cross-region DR using Terraform, Delta Deep Clone for data replication, and documented multi-workspace strategies. You define your own RPO and RTO targets through configuration.  SLA Commitments: Platform availability is 99.95% (on Azure). Model Serving provides sub-50ms overhead latency at P99. Distribution latency for streaming and Delta Sharing depends on workload configuration, network proximity, and optimisation settings. No universal distribution latency SLA exists as performance varies by implementation.  	References: Databricks SQL Alerts Lakehouse Monitoring Disaster Recovery Databricks Support and SLAs July 2025 Release Notes - Real-time Streaming Best Practices for Reliability Data Reliability Explained	Full	Yes
RES.177	Reference Data Management	Licensing basis (number of lists, values, API calls)? Cost of multi-region distribution and HA options.	Databricks uses consumption-based pricing measured in Databricks Units (DBUs) per second, not per user, API call, or data volume. DBU rates vary by workload type (Jobs, All-Purpose, SQL), Azure region, and tier (Standard, Premium, Enterprise). You pay only for compute consumed.  Multi-region distribution requires separate workspaces in each Azure region. Each workspace incurs DBU consumption plus Azure infrastructure costs (compute, storage, networking). Cross-region data sharing via Delta Sharing minimises duplication, though egress charges apply for inter-region data movement. For AGL's multi-site operations across the NEM, this enables regional data sovereignty while maintaining centralised governance through Unity Catalog.  High availability within a region uses multi‑AZ resilience; recovery times vary by service, included at no additional cost. Multi-region disaster recovery requires active-passive workspace configuration, with costs for secondary region DBU consumption, data replication (Deep Clone for Delta tables), and periodic synchronisation.  Committed use contracts (1–3 years) offer discounted rates on standard DBU pricing, aligning with AGL’s strategic planning horizons.  	References: Unity Catalog best practices Monitor and manage Delta Sharing egress costs Architecting Global Data Collaboration with Delta Sharing Databricks Pricing Azure Databricks disaster recovery	Full	Yes
RES.178	Metadata Management	Which source types are supported for automated metadata harvesting (data lakes, Delta/Parquet, warehouses, streaming, APIs, BI tools)?	Yes. Unity Catalog supports automated metadata harvesting across all requested source types through runtime-based capture during normal query execution.  Data lakes and Delta/Parquet: Native metadata capture for Delta Lake tables (managed and external), Parquet, CSV, JSON, Avro, ORC, and text files in ADLS Gen2 and S3. Automatic partition discovery supported for external tables.  Warehouses and databases: Lakehouse Federation enables metadata discovery via query federation for MySQL, PostgreSQL, SQL Server, Oracle, Redshift, Synapse, BigQuery, and Snowflake, plus catalog federation for Hive Metastore, AWS Glue, and Snowflake Horizon Catalog. Lakeflow Connect provides managed ingestion connectors with automated schema evolution for SQL Server, MySQL, and PostgreSQL.  Streaming sources: Automatic metadata capture for streaming tables supporting Kafka, Kinesis, Pub/Sub, and Pulsar. Requires Databricks Runtime 11.3 LTS or above for streaming lineage tracking.  SaaS APIs: Lakeflow Connect offers managed connectors for Salesforce, ServiceNow, Workday, NetSuite, Google Analytics, SharePoint, and Microsoft Dynamics 365 with automated schema discovery.  BI tools: External lineage metadata (Public Preview) enables manual registration of downstream tools like Tableau and Power BI via REST API or Catalog Explorer UI. This capability requires configuration and is not fully automated.  Unity Catalog integrates with Microsoft Purview for centralised governance across your entire data estate.  	References: What is a data lakehouse? Databricks integrations overview Databricks technical terminology glossary	Full	Yes
RES.179	Metadata Management	Do you support Unity Catalog, Azure Fabric, Azure Data Factory, Azure AI Services, Delta Lake, Iceberg, lakehouse schemas, and lineage capture from notebooks/ETL jobs?	Yes. Databricks natively supports all listed capabilities through Unity Catalog, our centralised governance layer managing data and AI assets across Azure and AWS. Databricks is the creator of Unity Catalog, Spark, Delta Lake, MLflow, and is the primary contributor to Iceberg via the Tabular acquisition. We pioneered the Lakehouse category and continue to make significant contributions to the open source community.  Unity Catalog provides the three-level namespace (catalog.schema.table), access control, auditing, and automatic lineage capture across notebooks, jobs, and Lakeflow Spark Declarative Pipelines. Lineage tracks data flow to column level with visualisation in catalog Explorer and programmatic access via system tables.  Delta Lake is the default optimised table format, delivering ACID transactions and schema enforcement with data stored in Azure Data Lake Storage. Apache Iceberg tables are supported in Public Preview as Unity Catalog managed tables (read/write) and through Lakehouse Federation for external catalogs, including AWS Glue.  Azure integrations include Azure Data Factory for orchestrating Databricks workloads via native activities and REST API. Azure Fabric can read Unity Catalog Delta tables via OneLake shortcuts using credential vending APIs, though this bypasses Unity Catalog governance for downstream Fabric users. Azure AI Services integration supports Azure OpenAI Service for external models in Agent Bricks Model Serving and Databricks Assistant.  This unified governance approach ensures consistent data quality, security, and compliance across AGL's multicloud data estate while maintaining full visibility into data lineage for regulatory and operational requirements.  	References: Use Microsoft Fabric to read data that is registered in Unity Catalog Announcing General Availability of Lakehouse Federation Expanding support for OneLake in Unity Catalog Lakehouse reference architectures	Full	Yes
RES.180	Metadata Management	How do you model business glossary, data products, domains, ownership, criticality, SLAs?	Unity Catalog provides native metadata management for ownership, lineage, and classification, while business glossary and SLA concepts require organisational conventions.  Ownership: Every object (catalogs, schemas, tables, views, volumes, models, functions) has a designated owner with full privileges. Ownership is transferable, with best practice assigning production objects to groups for continuity.  Business semantics: AI-generated and manual documentation on all objects and columns. Automated column-level lineage tracks relationships across notebooks, jobs, dashboards, and queries. Catalog Explorer provides search, discovery, usage insights, and relationship diagrams.  Domains and data products: No dedicated objects exist. Organisations typically use catalogs to represent business domains or organisational units, with schemas providing granular organisation for teams or use cases. Tags and governed tags enable flexible categorisation.  Criticality and quality: Data quality monitoring (GA) provides anomaly detection, freshness tracking, and profiling. System tags flag certified or deprecated assets. Data Classification uses AI to auto-detect and tag sensitive data.  SLAs: Not a native feature. Implement through tagging conventions combined with data quality monitors configured for freshness and availability thresholds, or integrate external monitoring tools.  	References: October 2023 Release Notes - AI-generated table and column comments Governed tags for Unity Catalog What are catalogs in Databricks Enterprise-Scale Governance: Migrating from Hive Metastore to Unity Catalog Building High-Quality and Trusted Data Products with Databricks	Full	Yes
RES.181	Metadata Management	Can terms be linked to physical assets, policies, KPIs, and stewardship roles?	Yes, Unity Catalog supports linking governance concepts to physical assets through configuration, though it uses a tag-based approach rather than traditional business glossary terms.  Key capabilities include:  1. KPIs and Metrics: Unity Catalog Metrics (Metric Views) define business KPIs as governed assets with semantic metadata, documentation, lineage, and access controls.  2. Tags and Classification: Governed tags apply to catalogs, schemas, tables, columns, volumes, views, and models. These support data classification, resource discovery, and operational automation with enforced consistency rules.  3. Policy Integration: Governed tags serve as attributes in Attribute-Based Access Control (ABAC) policies, enabling dynamic access policies at catalog, schema, or table level based on tag values.  4. Stewardship Roles: Ownership and permissions can be assigned to groups or users for metric views, tags, and other assets. Data stewards create and manage governed tags and tag policies.  Unity Catalog does not provide standalone term objects that link directly to physical assets. For organisations requiring traditional business glossary functionality, Databricks Labs offers the open-source Ontos project, which adds business glossary, data contracts, and master data management capabilities on top of Unity Catalog.  	References: Databricks SQL release notes 2025 Governed tags - Azure Databricks Unity Catalog attribute-based access control (ABAC) Enforce consistent, secure tagging across data and AI assets with Governed Tags in Unity Catalog	Full	Yes
RES.182	Metadata Management	Describe end‑to‑end lineage (table/column, jobask, notebook, BI semantic layer). Do you support time-aware lineage, versioned schemas, and impact analysis for proposed changes?	Yes. Unity Catalog delivers comprehensive automated end-to-end lineage with time-aware capabilities and impact analysis, built on Delta Lake's versioned architecture.  End-to-End Lineage Coverage: Unity Catalog automatically captures runtime lineage across all languages (Python, SQL, R, Scala) without instrumentation. Coverage spans table and column-level lineage where you can click any column to view upstream and downstream dependencies, job and task lineage including notebooks, jobs, Lakeflow Spark Declarative Pipelines, and dashboards, plus BI semantic layer lineage with dashboards and Unity Catalog Metric Views tracked as first-class objects.  Time-Aware Lineage: Lineage system tables include eventtime and eventdate fields for each lineage event. You can filter lineage by time frame within the 365-day retention window. For example, query tables accessed in the last 7 days using eventdate filters.  Versioned Schemas: Delta Lake maintains full table version history via transaction logs. The DESCRIBE HISTORY command shows all schema changes with timestamps, users, and operations. Time travel queries allow accessing any historical schema version by version number or timestamp (default 7 days, configurable to 30+ days). Schema evolution supports adding or modifying columns without breaking production workloads.  Impact Analysis: View complete downstream dependencies including pipelines, notebooks, dashboards, models, and jobs before making changes. Programmatic access via system.access.tablelineage and system.access.column_lineage enables automated impact analysis workflows. Data Quality Monitoring includes downstream impact and root cause analysis based on lineage.  Note: Lineage is not preserved for renamed objects (catalogs, schemas, tables, views, columns).  	References: View data lineage using Unity Catalog Lineage system tables Delta Lake table history Unity Catalog Metric Views May 2025 Release Notes - Updated lineage Unity Catalog Governance in Action - Monitoring, Reporting, and Lineage	Full	Yes
RES.183	Metadata Management	How are policies (masking, row/column filtering, consent) defined and enforced across platforms?	Unity Catalog enforces policies through Attribute-Based Access Control (ABAC), currently in Public Preview. Policies are defined using governed tags assigned to catalogs, schemas, tables or columns, combined with SQL User-Defined Functions for row filtering or column masking. Policies inherit hierarchically to child objects, ensuring consistent enforcement across SQL queries, notebooks and dashboards.  For cross-platform enforcement, Unity Catalog uses the Iceberg REST Catalog API (Preview) to apply policies server-side. When external engines like Apache Spark, Trino, Snowflake or DuckDB request data access, Unity Catalog evaluates policies and returns filtered scan plans. External engines receive only authorised data without implementing custom policy logic.  Critical limitation: Microsoft Fabric Mirroring does not enforce Unity Catalog governance policies. Fabric uses short-lived credentials tied to the configuring user rather than the querying user, allowing downstream Fabric users to bypass Unity Catalog governance entirely. This creates potential information security policy violations. For governed Power BI access, use Direct Query or Azure Data Factory, both of which respect Unity Catalog policies.  Consent management is not native to Unity Catalog but can be implemented through custom UDFs combined with governed tags within the ABAC framework, enabling policy-driven data access aligned with consent requirements.  	References: Unity Catalog attribute-based access control (ABAC) - Azure Databricks Governed tags - Azure Databricks Access control in Unity Catalog - Azure Databricks How to scale data governance with Attribute-Based Access Control in Unity Catalog	Full	Yes
RES.184	Metadata Management	Do you integrate with IAM (Azure AD/Entra, SCIM), and support attribute-based policies synced to execution engines (e.g., Databricks UC, Snowflake, Synapse)?	Yes. Databricks provides native Azure AD/Entra integration with SCIM provisioning and attribute-based access control enforced through Unity Catalog across all execution engines.  Identity management: SCIM synchronises users, groups, and service principals at the account level, enabling centralised identity governance across your Databricks environment. This integrates directly with your existing Azure AD/Entra infrastructure.  Attribute-based policies: Unity Catalog uses governed tags to define data attributes such as sensitivity, classification, and region. You define policies at catalog, schema, or table levels that apply row filters and column masks based on these attributes and user identity. Policies automatically inherit to child objects, eliminating repetitive configuration.  Real-time enforcement: When users query tagged assets, Unity Catalog evaluates applicable policies dynamically across Databricks Runtime, SQL warehouses, and serverless compute. This ensures consistent ABAC enforcement without per-engine configuration.  For AGL, this provides a single governance layer for data access controls across diverse workloads, reducing administrative overhead while maintaining fine-grained security aligned with your data classification requirements.  	References: https://learn.microsoft.com/en-us/azure/databricks/admin/users-groups/scim/aad https://docs.databricks.com/aws/en/data-governance/unity-catalog/abac https://docs.databricks.com/aws/en/data-governance/unity-catalog/abac/policies Access control in Unity Catalog - Azure Databricks Enforce consistent, secure tagging across data and AI assets with Governed Tags in Unity Catalog	Full	Yes
RES.185	Metadata Management	Do you store DQ metrics (freshness, completeness, accuracy, anomaly scores) as metadata and tie them to assets and SLAs?	Yes. Databricks stores data quality metrics as metadata in Unity Catalog system tables and links them directly to data assets through catalog, schema, and table identifiers.  Data quality metrics include freshness, completeness, accuracy, and anomaly scores. Anomaly detection automatically monitors tables and stores results in Unity Catalog system tables with documented retention windows (for example, up to 365 days). Quality metrics can be joined with lineage to enable downstream impact analysis (affected tables and queries) and upstream context from jobs and pipelines.  For SLA enforcement, Databricks provides threshold-based alerting through SQL alerts that monitor quality metric tables and trigger notifications when thresholds are breached. Lakeflow Jobs support duration thresholds and streaming backlog alerts. Webhooks integrate with incident response tools including PagerDuty, Slack, and Microsoft Teams.  This approach gives AGL's data teams visibility into quality metrics across the lakehouse, supporting the Business Intelligence value driver through automated alerting that maintains data reliability standards for critical business processes. This is particularly important for AGL's renewable generation forecasting, customer analytics, and regulatory reporting requirements.  	References: Databricks SQL release notes 2025 October 2025 Release Notes Governed tags documentation Use semantic metadata in metric views Unity Catalog Governance in Action	Full	Yes
RES.186	Metadata Management	Support for SLO/SLA monitoring, alerts, and CI/CD checks on metadata changes.	Databricks provides native SLO/SLA monitoring, alerting, and CI/CD validation for metadata changes across Unity Catalog.  SLO/SLA monitoring uses anomaly detection to track data freshness and completeness metrics, comparing predicted versus actual values. Results are stored in system.dataqualitymonitoring.tableresults with downstream impact analysis and root cause identification through upstream job metadata.  Alerts are configured through SQL queries against data quality monitoring system tables, triggering notifications when thresholds are breached. The audit log system table (system.access.audit) captures Unity Catalog metadata events including createTable, updateTable, and updatePermissions, enabling scheduled queries with automated alerting on schema or permission changes.  Metadata change tracking leverages information schema tables (system.informationschema.tables, .columns) with last_altered timestamps. Audit logs record all schema and permission changes with user identity, timestamp, and change details. Column-level lineage system tables track read/write events on Unity Catalog objects.  CI/CD checks are supported through Databricks Asset Bundles with databricks bundle validate for configuration syntax verification. Pipelines can validate schema compatibility using information schema queries during pull requests, enabling automated schema validation before staging or production deployment.  	References: Anomaly detection Data quality monitoring system tables Information schema CI/CD best practices	Full	Yes
RES.187	Metadata Management	How do users discover assets (faceted search, domains, ratings, endorsements)? Do you provide APIs/SDKs for embedding catalog search into internal portals and for programmatic onboarding?	"Yes. Unity Catalog provides comprehensive discovery and programmatic access for AGL's data governance and self-service requirements.  Discovery capabilities:  Unity Catalog Discover delivers faceted search filtering by catalog, schema, owner, modification date, tags, object type, and certification status. Popularity signals rank assets by user interaction frequency. AI-generated comments incorporate organisation-specific terminology into search results, improving discoverability of AGL's energy generation, retail, and customer operations data.  Catalogs function as domain containers mirroring business units, with schemas representing teams or use cases. This logical organisation supports AGL's federated data architecture across energy hubs and customer platforms.  Certification status tagging (Public Preview) enables marking assets as certified (meeting internal standards, checkmark icon) or deprecated (outdated/unreliable, restricted icon). Users filter via certificationStatus:certified or certificationStatus:deprecated. Applies to catalogs, schemas, tables, views, volumes, models, dashboards, and AI/BI Genie spaces.  Databricks One interface (Public Preview) provides business users a unified discovery experience for curated data products, dashboards, and apps. The ""For you"" page surfaces recently opened items, shared assets, and trending content among similar users.  Programmatic access:  Unity Catalog REST API (/api/2.1/unity-catalog) enables metadata access, search, and table operations. Databricks SDK for Python, Java, and Go provides methods for creating catalogs, schemas, tables, and volumes. External clients register tables via POST /api/2.0/unity-catalogables/, supporting integration with AGL's internal portals and automated onboarding workflows.  "	References: October 2025 Release Notes - Certification Status Feature Discover Data Documentation February 2024 Release Notes - AI-Powered Search What is Databricks One	Full	Yes
RES.188	Metadata Management	Connectors to developer tools (dbt, Airflow, ADF, Fabric pipelines), BI (Power BI, Tableau), and ML platforms.	Yes. Databricks provides native connectors and validated integrations across developer tools, BI platforms, and ML ecosystems, all governed through Unity Catalog.  Developer tools: Native dbt adapter runs as Lakeflow Jobs tasks with full Unity Catalog integration. Apache Airflow provider package orchestrates jobs via REST API. Azure Data Factory integrates directly via Web activity for notebook and script execution. Microsoft Fabric reads Unity Catalog tables via OneLake shortcuts with credential vending, though Unity Catalog governance does not extend to Fabric users.  Power BI and Tableau integrate through Partner Connect with OAuth support. Both support publishing datasets directly from the Databricks UI and exploring Unity Catalog tables. Power BI connects via ODBC/JDBC drivers, whilst Tableau uses the Databricks connector (JDBC) and ODBC across Desktop and Server.  ML platforms: Agent Bricks Gateway provides governed access to foundation models whilst maintaining lineage and access controls.  All integrations leverage open interfaces and APIs, ensuring AGL retains flexibility whilst maintaining data governance across the analytics ecosystem supporting your Business Intelligence value driver.  	References: https://docs.databricks.com/aws/en/partners/prep/dbt https://docs.databricks.com/aws/en/jobs/how-to/use-airflow-with-jobs https://learn.microsoft.com/en-us/azure/databricks/jobs/ https://docs.databricks.com/aws/en/partners/bi/power-bi https://docs.databricks.com/aws/en/partners/bi/tableau Interoperability and usability for the data lakehouse The scope of the lakehouse platform How FedEx built a scalable enterprise-grade data platform with Unity Catalog Announcing the General Availability of Databricks Lakeflow	Full	Yes
RES.189	Metadata Management	Export/import standards (OpenMetadata, Egeria, OpenLineage). How do you interoperate with Microsoft Purview and/or other catalogs?	Unity Catalog provides REST APIs and partner connectors for catalog interoperability. OpenMetadata, Egeria, and OpenLineage integration requires custom development using Unity Catalog's open APIs.  Microsoft Purview integration is in Public Preview on Azure. Purview scans Unity Catalog using a dedicated connector, pulling schema and lineage metadata via open APIs. Metadata synchronisation is available, with Microsoft controlling the rollout pace for advanced lineage and classification capabilities.  Alation and Collibra both integrate directly with Unity Catalog through REST APIs without requiring compute clusters. They extract tables, schemas, column-level lineage, and governance policies. Both partners leverage Unity Catalog's native lineage APIs.  Unity Catalog captures column-level lineage and exposes it through REST APIs, system tables (system.access.table_lineage, system.access.column_lineage), and Bring Your Own Data Lineage (Public Preview) for external systems like Tableau, Power BI, or custom tools.  The Unity Catalog REST API and Iceberg REST Catalog API enable 30+ external engines including Trino, DuckDB, Snowflake, and Starburst to access Unity Catalog metadata with credential vending.  For AGL's multi-vendor data ecosystem, this open API approach supports metadata federation across existing catalog investments whilst maintaining Unity Catalog as the authoritative source for governed data and AI assets. This aligns with your Business Intelligence value driver by enabling consistent governance across your renewable generation, customer, and operational data platforms.  	References: A Year of Interoperability: How Enterprises Are Scaling Governance with Unity Catalog What's New with Databricks Unity Catalog at Data + AI Summit 2024 Expanding support for OneLake in Unity Catalog	Full	Yes
